record_id,current_gpa,do_you_work,how_many_hours_work_per_week,gpa_quality_flag
401,3.11,Yes,10-20 hours,valid
402,3.2,Yes,30-40 hours,valid
403,3.49,Yes,10-20 hours,valid
404,3.01,Yes,10-20 hours,valid
405,3.45,Yes,30-40 hours,valid
406,2.74,Yes,20-30 hours,valid
407,3.5,Yes,20-30 hours,valid
408,3.5,Yes,10-20 hours,valid
409,3.15,Yes,5-10 hours,valid
410,3.81,Yes,10-20 hours,valid
411,3.07,Yes,30-40 hours,valid
412,2.5,Yes,20-30 hours,valid
413,3.8,Yes,5-10 hours,valid
414,2.9,Yes,20-30 hours,valid
415,3.43,Yes,20-30 hours,valid
416,3.4,Yes,20-30 hours,valid
417,3.5,Yes,20-30 hours,valid
418,3.4,Yes,30-40 hours,valid
419,2.6,Yes,20-30 hours,valid
420,3.6,Yes,20-30 hours,valid
421,3.96,Yes,20-30 hours,valid
422,3.97,Yes,10-20 hours,valid
423,3.1,Yes,20-30 hours,valid
424,4,Yes,30-40 hours,valid
425,3.95,Yes,10-20 hours,valid
426,4,Yes,10-20 hours,valid
427,2.99,Yes,20-30 hours,valid
428,4,Yes,10-20 hours,valid
429,3,Yes,5-10 hours,valid
430,2.51,Yes,Over 40 hours,valid
431,3.2,Yes,20-30 hours,valid
432,3.6,Yes,10-20 hours,valid
433,3.61,Yes,30-40 hours,valid
434,3.86,Yes,10-20 hours,valid
435,3.5,Yes,20-30 hours,valid
436,3.92,Yes,10-20 hours,valid
437,3.8,Yes,20-30 hours,valid
438,3.3,Yes,10-20 hours,valid
439,3.4,Yes,20-30 hours,valid
440,3.2,Yes,20-30 hours,valid
441,3.45,Yes,5-10 hours,valid
442,3.3,Yes,10-20 hours,valid
443,3.5,Yes,10-20 hours,valid
444,3.76,Yes,20-30 hours,valid
445,3.94,Yes,10-20 hours,valid
446,3.92,Yes,10-20 hours,valid
447,3.86,Yes,20-30 hours,valid
448,3.6,Yes,20-30 hours,valid
449,3.34,Yes,20-30 hours,valid
450,3.56,Yes,10-20 hours,valid
451,2.9,Yes,10-20 hours,valid
452,3.5,Yes,20-30 hours,valid
453,2.7,Yes,10-20 hours,valid
454,2.9,Yes,10-20 hours,valid
455,2.5,Yes,20-30 hours,valid
456,3.1,Yes,Over 40 hours,valid
457,3.67,Yes,20-30 hours,valid
458,4,Yes,5-10 hours,valid
459,3.2,Yes,10-20 hours,valid
460,3.1,Yes,10-20 hours,valid
461,2.69,Yes,20-30 hours,valid
462,3.6,Yes,5-10 hours,valid
463,3.6,Yes,5-10 hours,valid
464,2.7,Yes,30-40 hours,valid
465,4,Yes,10-20 hours,valid
466,3.5,Yes,10-20 hours,valid
467,3.6,Yes,20-30 hours,valid
468,4,Yes,10-20 hours,valid
469,3.45,Yes,10-20 hours,valid
470,3.6,Yes,10-20 hours,valid
471,3.2,Yes,10-20 hours,valid
472,3,Yes,5-10 hours,valid
473,3.61,Yes,Under 5 hours,valid
474,2.6,Yes,30-40 hours,valid
475,3.36,Yes,10-20 hours,valid
476,3.41,Yes,20-30 hours,valid
477,3.2,Yes,10-20 hours,valid
478,3.25,Yes,30-40 hours,valid
479,3.5,Yes,10-20 hours,valid
480,3.3,Yes,10-20 hours,valid
481,3.6,Yes,10-20 hours,valid
482,3.2,Yes,30-40 hours,valid
483,2.6,Yes,5-10 hours,valid
484,3.8,Yes,20-30 hours,valid
485,3.9,Yes,20-30 hours,valid
486,3.11,Yes,20-30 hours,valid
487,3.4,Yes,10-20 hours,valid
488,3.06,Yes,20-30 hours,valid
489,3.893,Yes,5-10 hours,valid
490,3.3,Yes,10-20 hours,valid
491,3.2,Yes,10-20 hours,valid
492,3.78,Yes,10-20 hours,valid
493,2.8,Yes,20-30 hours,valid
494,2.89,Yes,10-20 hours,valid
495,2,Yes,20-30 hours,valid
496,3.4,Yes,20-30 hours,valid
497,4,Yes,20-30 hours,valid
498,2.7,Yes,20-30 hours,valid
499,3.8,Yes,30-40 hours,valid
500,3.25,Yes,30-40 hours,valid
501,3.24,Yes,10-20 hours,valid
502,3.7,Yes,20-30 hours,valid
503,3.47,Yes,20-30 hours,valid
504,3,Yes,20-30 hours,valid
505,3.1,Yes,10-20 hours,valid
506,3.532,Yes,20-30 hours,valid
507,3.5,Yes,10-20 hours,valid
508,3.85,Yes,5-10 hours,valid
509,3.6,Yes,Under 5 hours,valid
510,2.78,Yes,20-30 hours,valid
511,3.89,Yes,30-40 hours,valid
512,4,Yes,20-30 hours,valid
513,3.11,Yes,Over 40 hours,valid
514,3.7,Yes,20-30 hours,valid
515,3.1,Yes,10-20 hours,valid
516,3.16,Yes,10-20 hours,valid
517,3.24,Yes,10-20 hours,valid
518,3.7,Yes,20-30 hours,valid
519,3.45,Yes,20-30 hours,valid
520,4,Yes,20-30 hours,valid
521,3,Yes,20-30 hours,valid
522,3.1,Yes,10-20 hours,valid
523,3.56,Yes,30-40 hours,valid
524,4,Yes,10-20 hours,valid
525,3.2,Yes,10-20 hours,valid
526,3.4,Yes,10-20 hours,valid
527,3.53,Yes,10-20 hours,valid
528,3.5,Yes,5-10 hours,valid
529,3.8,Yes,20-30 hours,valid
530,3.8,Yes,10-20 hours,valid
531,3.5,Yes,10-20 hours,valid
532,3.8,Yes,10-20 hours,valid
533,1.9,Yes,5-10 hours,valid
534,3,Yes,10-20 hours,valid
535,3.8,Yes,20-30 hours,valid
536,2.8,Yes,20-30 hours,valid
537,3,Yes,Under 5 hours,valid
538,3.477,Yes,20-30 hours,valid
539,3.77,Yes,10-20 hours,valid
540,3.5,Yes,10-20 hours,valid
541,2.8,Yes,5-10 hours,valid
542,4,Yes,30-40 hours,valid
543,4,Yes,10-20 hours,valid
544,3.78,Yes,10-20 hours,valid
545,2.76,Yes,20-30 hours,valid
546,3.6,Yes,5-10 hours,valid
547,2.05,Yes,10-20 hours,valid
548,3.235,Yes,10-20 hours,valid
549,3.6,Yes,10-20 hours,valid
550,2.9,Yes,10-20 hours,valid
551,3.47,Yes,5-10 hours,valid
552,3.1,Yes,10-20 hours,valid
553,3.1,Yes,Over 40 hours,valid
554,3.7,Yes,5-10 hours,valid
555,3.7,Yes,20-30 hours,valid
556,4,Yes,5-10 hours,valid
557,4,Yes,10-20 hours,valid
558,3,Yes,10-20 hours,valid
559,4,Yes,Under 5 hours,valid
560,3.9,Yes,30-40 hours,valid
561,3.67,Yes,10-20 hours,valid
562,3.7,Yes,5-10 hours,valid
563,3.51,Yes,5-10 hours,valid
564,2.8,Yes,5-10 hours,valid
565,3.3,Yes,30-40 hours,valid
566,3.3,Yes,20-30 hours,valid
567,2.8,Yes,30-40 hours,valid
568,3.65,Yes,30-40 hours,valid
569,3.4,Yes,10-20 hours,valid
570,2.9,Yes,20-30 hours,valid
571,3,Yes,10-20 hours,valid
572,3,Yes,10-20 hours,valid
573,3.2,Yes,30-40 hours,valid
574,3.3,Yes,10-20 hours,valid
575,3.09,Yes,30-40 hours,valid
576,3.84,Yes,5-10 hours,valid
577,2.92,Yes,20-30 hours,valid
578,3.6,Yes,20-30 hours,valid
579,3.26,Yes,20-30 hours,valid
580,3.2,Yes,10-20 hours,valid
581,3.94,Yes,20-30 hours,valid
582,2.9,Yes,10-20 hours,valid
583,3.24,Yes,10-20 hours,valid
584,3.72,Yes,30-40 hours,valid
585,4,Yes,10-20 hours,valid
586,3.5,Yes,10-20 hours,valid
587,3.54,Yes,10-20 hours,valid
588,2.9,Yes,5-10 hours,valid
589,3.45,Yes,10-20 hours,valid
590,3.3,Yes,20-30 hours,valid
591,3.5,Yes,10-20 hours,valid
592,3.82,Yes,5-10 hours,valid
593,3.7,Yes,Over 40 hours,valid
594,3.82,Yes,5-10 hours,valid
595,3,Yes,30-40 hours,valid
596,3.98,Yes,10-20 hours,valid
597,3.75,Yes,5-10 hours,valid
598,2.6,Yes,10-20 hours,valid
599,3.73,Yes,20-30 hours,valid
600,2.91,Yes,5-10 hours,valid
601,3.67,Yes,30-40 hours,valid
602,3.83,Yes,10-20 hours,valid
603,2.6,Yes,10-20 hours,valid
604,2.68,Yes,10-20 hours,valid
605,3.05,Yes,10-20 hours,valid
606,3.4,Yes,20-30 hours,valid
607,2.68,Yes,10-20 hours,valid
608,2.8,Yes,10-20 hours,valid
609,2.8,Yes,10-20 hours,valid
610,2.8,Yes,10-20 hours,valid
611,2.45,Yes,10-20 hours,valid
612,2.79,Yes,Under 5 hours,valid
613,3.76,Yes,30-40 hours,valid
614,3.63,Yes,10-20 hours,valid
